Feature_1,Feature_2,Feature_3,Feature_4
-1.036837215405271,-0.5277781186497572,0.4009368356182007,-0.546476921588158
-0.38923062944779885,-0.4293018876784499,0.45028616439759295,-1.8502747250718559
1.5378691679224767,1.405273095147922,-0.6656863931210749,-0.7717791832805754
0.8929857428189492,0.42381030896911387,0.31213404579818865,-0.4465474071086709
0.5856378644862078,0.42841143821858607,0.03089634752761848,-1.1626474647375986
-0.9243156892285411,-1.0757026491898458,0.06211513487298781,-0.8132915819552697
-2.3532411354840552,-1.9971314529065876,0.9987744545733562,0.272405887729472
-0.9991636789523206,-0.711877493800658,0.3443449015465246,0.8619153949530594
-1.62449509203211,-1.4351614827875925,0.17301046091232594,0.8866673365240104
0.9248802687344118,1.0797833429812953,-0.8597972499267879,0.4647816591053998
-1.5930251318263844,-1.801893407067016,1.0390740952724453,0.48058423893877095
1.4121245780546199,0.6655897083500424,-0.6804629610736733,-0.6826524119890522
0.6909036654477585,0.6725654797896701,-1.1928081472136134,-0.38834193220698354
-0.5853297676691694,-1.083681870809824,1.1167024935941678,1.2378330587145145
0.07344285013224594,0.5316215160231367,-1.3365984776432118,-0.5809641630905186
-0.20798121201655725,0.11968997215165782,-1.2108200167167935,-1.4944668072488199
0.7436659944496007,0.19192244890222926,-0.3427098109945147,0.23423774712786646
-0.6904941650939045,-0.2900173046148708,0.5782615836807611,0.5859402441203513
0.5034616595198795,0.4236585518201354,-0.26529705254994235,-0.01354556048042126
-0.32671543426267763,-0.10429691268692967,0.4069091345854629,0.7741875465681799
-1.6563805779272123,-1.1785600325324783,0.04088955044693648,-0.757175200198241
-0.2506980309552004,0.5901194631571802,-1.2098302121363878,1.268233655981431
-0.26174259794378396,-0.22163203292961312,-0.2032882626631073,-0.8659451608219854
-1.7330126944160222,-1.757214301953435,1.3173495147046703,1.499494178421073
-1.5751437092287524,-1.7053267101484662,2.1859732670913514,0.7162718935793203
0.606716350292617,1.0400669752195346,-0.9918057788618955,0.8134174659247582
-0.36589860297836635,0.0817997798218615,-0.8352097073011213,0.3078999434825235
-1.1445549066349436,-1.323312529490175,0.8501732289687389,0.2080884145883617
0.5140071933867105,-0.06667792396331881,0.5343047869298384,0.8216797600141046
-0.35753734218266997,-0.7152387835603714,1.314237856421021,-0.73118433944591
-0.7794481063905605,-1.0012975565785083,1.7766842857157648,-0.3684960272110324
-0.09631559549617236,-0.1504587231887802,0.6130585483665605,-1.1019387290573572
0.6805454608167718,0.3852802419309872,-0.3272378345444512,0.7749359226760325
1.159255583940803,0.5816313998872499,-0.21942277814015707,0.8013267543101401
0.25212753313145797,-0.12351334372636075,1.3884764453204026,-0.5032215131423566
0.15457898353928165,-0.4215257407234639,0.7346856797075978,0.9123786889715938
-0.38531439673518875,-0.394631613320237,-0.41722874660904286,-0.6837922621038519
-0.7155452212328001,-0.806691635131091,0.4828413111375062,0.5504375977473364
0.5748562878170296,1.3536889540912433,-1.1601118800318693,-1.378128395165832
-0.2862172461527233,-1.0415785725679834,1.037613274906609,0.10106401215213599
-0.7586992771188349,-0.6626304144537246,0.35103425733559884,-0.20275103300932995
1.9948892479794587,1.94809850980356,-1.935839666840137,1.4177256821676552
