Feature_1,Feature_2,Feature_3,Feature_4,Target
-0.4136235599195602,-1.3862054277283014,-0.24617837683597887,-0.546476921588158,4
-0.27570797567464383,-0.39876447414190036,0.3759717811085174,-1.8502747250718559,2
1.6858846824639977,0.9643644737610231,-0.34709985898989426,-0.7717791832805754,1
0.9678169065419088,0.5689390856541516,0.7348265184311671,-0.4465474071086709,1
0.7347602558574097,0.2718359422611963,0.1929371698189356,-1.1626474647375986,1
-1.7816501049654108,0.20390022146089104,0.20134882699980414,-0.8132915819552697,2
-2.3181940209243166,-1.7419080925870793,0.3540457965115719,0.272405887729472,3
-0.8150743314458836,-0.911622907068753,-0.05326356016416606,0.8619153949530594,4
-2.2290287703430702,-0.5605490598825532,-0.08086972569708009,0.8866673365240104,4
0.9784503674025409,0.6176122116517749,-0.7998815481745214,0.4647816591053998,1
-2.027778917146169,-0.7135672747142991,0.9868808021990182,0.48058423893877095,3
0.32889261174372686,2.127118530514666,0.2914301606075191,-0.6826524119890522,1
-0.07502304496234212,1.2838604048759206,-0.866051256616816,-0.38834193220698354,4
-0.7734687431980707,-0.23574794336907628,1.357176143750785,1.2378330587145145,3
-0.3913425917434948,0.5309036143626353,-1.4815396289949136,-0.5809641630905186,4
-0.9804153917068139,0.6400931361970962,-1.251137073911925,-1.4944668072488199,4
-0.10251938368817652,1.4009009377854313,0.3331215699216473,0.23423774712786646,3
0.1538591935589984,-1.361352026555428,0.0030479080316869194,0.5859402441203513,4
0.4368627509743534,0.43302274376257277,-0.11040464013506902,-0.01354556048042126,1
0.26880716865393833,-0.8441689602659807,0.06596219684418132,0.7741875465681799,4
-1.8868727849932223,-0.9640385417208714,-0.485131896885921,-0.757175200198241,4
-0.10825244056754203,-0.3223812677590439,-1.7941588418336039,1.268233655981431,4
-0.5763999092085275,0.13167550455997146,-0.19557636104524118,-0.8659451608219854,4
-1.6426662321858354,-1.35047629104801,0.9979837321720004,1.499494178421073,3
-0.6872895504595341,-2.051210611009521,1.7588560362805135,0.7162718935793203,3
0.8171131809374704,0.22813969301157508,-1.1950725323992495,0.8134174659247582,1
-0.6456298848881914,0.022870072918888148,-1.0990922075546676,0.3078999434825235,4
-1.4043690704311844,-0.5665371148661037,0.8167082612606276,0.2080884145883617,3
0.34630957406205104,0.5409042022360314,1.0164233744495699,0.8216797600141046,1
0.07192539245666527,-0.7004390085145848,1.3568088502062414,-0.73118433944591,2
0.07667184933509161,-1.4417362705776564,1.555325970220197,-0.3684960272110324,2
0.36022447645818373,-0.5366236780616044,0.5139360398284588,-1.1019387290573572,2
0.2778347359389044,0.903613128063561,0.07263902285520082,0.7749359226760325,1
